,ID,author,year,title,keywords,journal,eprint,doi,adsurl
38,Papovich2012ApJ...750...93P,"Papovich, C. and Bassett, R. and Lotz, J.~M. and van der Wel, A. and Tran, K. -V. and Finkelstein, S.~L. and Bell, E.~F. and Conselice, C.~J. and Dekel, A. and Dunlop, J.~S. and Guo, Yicheng and Faber, S.~M. and Farrah, D. and Ferguson, H.~C. and Finkelstein, K.~D. and H\""aussler, B. and Kocevski, D.~D. and Koekemoer, A.~M. and Koo, D.~C. and McGrath, E.~J. and McLure, R.~J. and McIntosh, D.~H. and Momcheva, I. and Newman, J.~A. and Rudnick, G. and Weiner, B. and Willmer, C.~N.~A. and Wuyts, S.",2012,CANDELS Observations of the Structural Properties of Cluster Galaxies at z = 1.62,protoclusters,ApJ,1110.3794,10.1088/0004-637X/750/2/93,https://ui.adsabs.harvard.edu/abs/2012ApJ...750...93P
39,Pierre2012A&A...540A...4P,"Pierre, M. and Clerc, N. and Maughan, B. and Pacaud, F. and Papovich, C. and Willmer, C.~N.~A.",2012,A Chandra view of the z = 1.62 galaxy cluster IRC-0218A,protoclusters,A\&A,1109.6194,10.1051/0004-6361/201118169,https://ui.adsabs.harvard.edu/abs/2012A&A...540A...4P
40,Polletta2021A&A...654A.121P,"Polletta, M. and Soucail, G. and Dole, H. and Lehnert, M.~D. and Pointecouteau, E. and Vietri, G. and Scodeggio, M. and Montier, L. and Koyama, Y. and Lagache, G. and Frye, B.~L. and Cusano, F. and Fumana, M.",2021,Spectroscopic observations of PHz G237.01+42.50: A galaxy protocluster at z = 2.16 in the Cosmos field,protoclusters,A\&A,2109.04396,10.1051/0004-6361/202140612,https://ui.adsabs.harvard.edu/abs/2021A&A...654A.121P
41,Schleicher2022MNRAS.512.6192S,"Schleicher, D.~R.~G. and Reinoso, B. and Latif, M. and Klessen, R.~S. and Vergara, M.~Z.~C. and Das, A. and Alister, P. and D\'\iaz, V.~B. and Solar, P.~A.",2022,Origin of supermassive black holes in massive metal-poor protoclusters,"protoclusters, Black-Holes",MNRAS,2204.02361,10.1093/mnras/stac926,https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.6192S
42,Shi2020ApJ...899...79S,"Shi, Ke and Toshikawa, Jun and Cai, Zheng and Lee, Kyoung-Soo and Fang, Taotao",2020,A Detailed Study of Massive Galaxies in a Protocluster at z = 3.13,protoclusters,ApJ,2007.07055,10.3847/1538-4357/aba626,https://ui.adsabs.harvard.edu/abs/2020ApJ...899...79S
43,Shi2021ApJ...911...46S,"Shi, Ke and Toshikawa, Jun and Lee, Kyoung-Soo and Wang, Tao and Cai, Zheng and Fang, Taotao",2021,Accelerated Galaxy Growth and Environmental Quenching in a Protocluster at z = 3.24,protoclusters,ApJ,2102.06499,10.3847/1538-4357/abe62e,https://ui.adsabs.harvard.edu/abs/2021ApJ...911...46S
44,Shimasaku2003ApJ...586L.111S,"Shimasaku, K. and Ouchi, M. and Okamura, S. and Kashikawa, N. and Doi, M. and Furusawa, H. and Hamabe, M. and Hayashino, T. and Kawabata, K. and Kimura, M. and Kodaira, K. and Komiyama, Y. and Matsuda, Y. and Miyazaki, M. and Miyazaki, S. and Nakata, F. and Ohta, K. and Ohyama, Y. and Sekiguchi, M. and Shioya, Y. and Tamura, H. and Taniguchi, Y. and Yagi, M. and Yamada, T. and Yasuda, N.",2003,Subaru Deep Survey. IV. Discovery of a Large-Scale Structure at Redshift \raisebox-0.5ex\textasciitilde=5,protoclusters,ApJ,astro-ph/0302466,10.1086/374880,https://ui.adsabs.harvard.edu/abs/2003ApJ...586L.111S
45,Spitler2012ApJ...748L..21S,"Spitler, Lee R. and Labb\'e, Ivo and Glazebrook, Karl and Persson, S. Eric and Monson, Andy and Papovich, Casey and Tran, Kim-Vy H. and Poole, Gregory B. and Quadri, Ryan and van Dokkum, Pieter and Kelson, Daniel D. and Kacprzak, Glenn G. and McCarthy, Patrick J. and Murphy, David and Straatman, Caroline M.~S. and Tilvi, Vithal",2012,First Results from Z -FOURGE: Discovery of a Candidate Cluster at z = 2.2 in COSMOS,protoclusters,ApJ,1112.2691,10.1088/2041-8205/748/2/L21,https://ui.adsabs.harvard.edu/abs/2012ApJ...748L..21S
46,Stanford2012ApJ...753..164S,"Stanford, S.~A. and Brodwin, M. and Gonzalez, Anthony H. and Zeimann, Greg and Stern, Daniel and Dey, Arjun and Eisenhardt, P.~R. and Snyder, Gregory F. and Mancone, C.",2012,"IDCS J1426.5+3508: Discovery of a Massive, Infrared-selected Galaxy Cluster at z = 1.75",protoclusters,ApJ,1205.3786,10.1088/0004-637X/753/2/164,https://ui.adsabs.harvard.edu/abs/2012ApJ...753..164S
47,Steidel1998ApJ...492..428S,"Steidel, Charles C. and Adelberger, Kurt L. and Dickinson, Mark and Giavalisco, Mauro and Pettini, Max and Kellogg, Melinda",1998,A Large Structure of Galaxies at Redshift Z approximately 3 and Its Cosmological Implications,protoclusters,ApJ,astro-ph/9708125,10.1086/305073,https://ui.adsabs.harvard.edu/abs/1998ApJ...492..428S
48,Steidel2005ApJ...626...44S,"Steidel, Charles C. and Adelberger, Kurt L. and Shapley, Alice E. and Erb, Dawn K. and Reddy, Naveen A. and Pettini, Max",2005,Spectroscopic Identification of a Protocluster at z=2.300: Environmental Dependence of Galaxy Properties at High Redshift,protoclusters,ApJ,astro-ph/0502432,10.1086/429989,https://ui.adsabs.harvard.edu/abs/2005ApJ...626...44S
49,Strazzullo2013ApJ...772..118S,"Strazzullo, V. and Gobat, R. and Daddi, E. and Onodera, M. and Carollo, M. and Dickinson, M. and Renzini, A. and Arimoto, N. and Cimatti, A. and Finoguenov, A. and Chary, R. -R.",2013,Galaxy Evolution in Overdense Environments at High Redshift: Passive Early-type Galaxies in a Cluster at z \raisebox-0.5ex\textasciitilde 2,protoclusters,ApJ,1305.3577,10.1088/0004-637X/772/2/118,https://ui.adsabs.harvard.edu/abs/2013ApJ...772..118S
50,Tadaki2019PASJ...71...40T,"Tadaki, Ken-ichi and Kodama, Tadayuki and Hayashi, Masao and Shimakawa, Rhythm and Koyama, Yusei and Lee, Minju and Tanaka, Ichi and Hatsukade, Bunyo and Iono, Daisuke and Kohno, Kotaro and Matsuda, Yuichi and Suzuki, Tomoko L. and Tamura, Yoichi and Toshikawa, Jun and Umehata, Hideki",2019,Environmental impacts on molecular gas in protocluster galaxies at z \ensuremath\sim 2,protoclusters,PASJ,1901.07173,10.1093/pasj/psz005,https://ui.adsabs.harvard.edu/abs/2019PASJ...71...40T
51,Toshikawa2014ApJ...792...15T,"Toshikawa, Jun and Kashikawa, Nobunari and Overzier, Roderik and Shibuya, Takatoshi and Ishikawa, Shogo and Ota, Kazuaki and Shimasaku, Kazuhiro and Tanaka, Masayuki and Hayashi, Masao and Niino, Yuu and Onoue, Masafusa",2014,A First Site of Galaxy Cluster Formation: Complete Spectroscopy of a Protocluster at z = 6.01,protoclusters,ApJ,1407.1851,10.1088/0004-637X/792/1/15,https://ui.adsabs.harvard.edu/abs/2014ApJ...792...15T
52,Tozzi2022A&A...662A..54T,"Tozzi, P. and Pentericci, L. and Gilli, R. and Pannella, M. and Fiore, F. and Miley, G. and Nonino, M. and R\""ottgering, H.~J.~A. and Strazzullo, V. and Anderson, C.~S. and Borgani, S. and Calabr\`o, A. and Carilli, C. and Dannerbauer, H. and Di Mascolo, L. and Feruglio, C. and Gobat, R. and Jin, S. and Liu, A. and Mroczkowski, T. and Norman, C. and Rasia, E. and Rosati, P. and Saro, A.",2022,The 700 ks Chandra Spiderweb Field. I. Evidence for widespread nuclear activity in the protocluster,"1.AGNinCLvsField, protoclusters",A\&A,2203.02208,10.1051/0004-6361/202142333,https://ui.adsabs.harvard.edu/abs/2022A&A...662A..54T
53,Valentino2015ApJ...801..132V,"Valentino, F. and Daddi, E. and Strazzullo, V. and Gobat, R. and Onodera, M. and Bournaud, F. and Juneau, S. and Renzini, A. and Arimoto, N. and Carollo, M. and Zanella, A.",2015,Metal Deficiency in Cluster Star-Forming Galaxies At Z = 2,protoclusters,ApJ,1410.1437,10.1088/0004-637X/801/2/132,https://ui.adsabs.harvard.edu/abs/2015ApJ...801..132V
54,Venemans2007A&A...461..823V,"Venemans, B.~P. and R\""ottgering, H.~J.~A. and Miley, G.~K. and van Breugel, W.~J.~M. and de Breuck, C. and Kurk, J.~D. and Pentericci, L. and Stanford, S.~A. and Overzier, R.~A. and Croft, S. and Ford, H.",2007,Protoclusters associated with z > 2 radio galaxies . I. Characteristics of high redshift protoclusters,protoclusters,A\&A,astro-ph/0610567,10.1051/0004-6361:20053941,https://ui.adsabs.harvard.edu/abs/2007A&A...461..823V
55,Venemans2002ApJ...569L..11V,"Venemans, B.~P. and Kurk, J.~D. and Miley, G.~K. and R\""ottgering, H.~J.~A. and van Breugel, W. and Carilli, C.~L. and De Breuck, C. and Ford, H. and Heckman, T. and McCarthy, P. and Pentericci, L.",2002,The Most Distant Structure of Galaxies Known: A Protocluster at z=4.1,protoclusters,ApJ,astro-ph/0203249,10.1086/340563,https://ui.adsabs.harvard.edu/abs/2002ApJ...569L..11V
56,Venemans2003NewAR..47..353V,"Venemans, Bram P. and Kurk, Jaron D. and Miley, George K. and R\""ottgering, Huub J.~A.",2003,Large scale structures around high redshift radio galaxies,protoclusters,New~Astr.~Rev.,,10.1016/S1387-6473(03)00059-9,https://ui.adsabs.harvard.edu/abs/2003NewAR..47..353V
57,Vieira2022ApJ...925..174V,"Vieira, Daniel and Riechers, Dominik A. and Pavesi, Riccardo and Faisst, Andreas L. and Schinnerer, Eva and Scoville, Nicholas Z. and Stacey, Gordon J.",2022,Molecular Gas Excitation of the Massive Dusty Starburst CRLE and the Main-sequence Galaxy HZ10 at z = 5.7 in the COSMOS Field,"stats-surveys, protoclusters",ApJ,2112.11705,10.3847/1538-4357/ac403a,https://ui.adsabs.harvard.edu/abs/2022ApJ...925..174V
58,Wang2021MNRAS.505.3892W,"Wang, Kai and Mo, H.~J. and Li, Cheng and Chen, Yangyao",2021,Finding protoclusters to trace galaxy evolution - I. The finder and its performance,protoclusters,MNRAS,2104.12223,10.1093/mnras/stab1608,https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3892W
59,Wang2016ApJ...828...56W,"Wang, Tao and Elbaz, David and Daddi, Emanuele and Finoguenov, Alexis and Liu, Daizhong and Schreiber, Corentin and Mart\'\in, Sergio and Strazzullo, Veronica and Valentino, Francesco and van der Burg, Remco and Zanella, Anita and Ciesla, Laure and Gobat, Raphael and Le Brun, Amandine and Pannella, Maurilio and Sargent, Mark and Shu, Xinwen and Tan, Qinghua and Cappelluti, Nico and Li, Yanxia",2016,Discovery of a Galaxy Cluster with a Violently Starbursting Core at z = 2.506,protoclusters,ApJ,1604.07404,10.3847/0004-637X/828/1/56,https://ui.adsabs.harvard.edu/abs/2016ApJ...828...56W
60,Wen2022MNRAS.513.3946W,"Wen, Z.~L. and Han, J.~L.",2022,Clusters of galaxies up to z = 1.5 identified from photometric data of the Dark Energy Survey and unWISE,protoclusters,MNRAS,2204.11215,10.1093/mnras/stac1149,https://ui.adsabs.harvard.edu/abs/2022MNRAS.513.3946W
61,Yuan2014ApJ...795L..20Y,"Yuan, Tiantian and Nanayakkara, Themiya and Kacprzak, Glenn G. and Tran, Kim-Vy H. and Glazebrook, Karl and Kewley, Lisa J. and Spitler, Lee R. and Poole, Gregory B. and Labb\'e, Ivo and Straatman, Caroline M.~S. and Tomczak, Adam R.",2014,Keck/MOSFIRE Spectroscopic Confirmation of a Virgo-like Cluster Ancestor at z = 2.095,protoclusters,ApJ,1410.0690,10.1088/2041-8205/795/1/L20,https://ui.adsabs.harvard.edu/abs/2014ApJ...795L..20Y
62,Zavala2019ApJ...887..183Z,"Zavala, J.~A. and Casey, C.~M. and Scoville, N. and Champagne, J.~B. and Chiang, Y. and Dannerbauer, H. and Drew, P. and Fu, H. and Spilker, J. and Spitler, L. and Tran, K.~V. and Treister, E. and Toft, S.",2019,"On the Gas Content, Star Formation Efficiency, and Environmental Quenching of Massive Galaxies in Protoclusters at z \ensuremath\approx 2.0-2.5",protoclusters,ApJ,1910.13457,10.3847/1538-4357/ab5302,https://ui.adsabs.harvard.edu/abs/2019ApJ...887..183Z
63,Zeimann2012ApJ...756..115Z,"Zeimann, Gregory R. and Stanford, S.~A. and Brodwin, Mark and Gonzalez, Anthony H. and Snyder, Gregory F. and Stern, Daniel and Eisenhardt, Peter and Mancone, Conor and Dey, Arjun",2012,IDCS J1433.2+3306: An Infrared-selected Galaxy Cluster at z = 1.89,protoclusters,ApJ,1207.4793,10.1088/0004-637X/756/2/115,https://ui.adsabs.harvard.edu/abs/2012ApJ...756..115Z
64,Afruni2019A&A...625A..11A,"Afruni, Andrea and Fraternali, Filippo and Pezzulli, Gabriele",2019,Cool circumgalactic gas of passive galaxies from cosmological inflow,"IGM, GALinCLvsField, 1.AGNinCLvsField, clusters",A\&A,1903.06182,10.1051/0004-6361/201835002,https://ui.adsabs.harvard.edu/abs/2019A&A...625A..11A
65,AlYazeedi2021ApJ...916..102A,"Al Yazeedi, Aisha and Katkov, Ivan Yu. and Gelfand, Joseph D. and Wylezalek, Dominika and Zakamska, Nadia L. and Liu, Weizhe",2021,The Impact of Low-luminosity AGNs on Their Host Galaxies: A Radio and Optical Investigation of the Kiloparsec-scale Outflow in MaNGA 1-166919,1.AGNinCLvsField,ApJ,2105.07335,10.3847/1538-4357/abf5e1,https://ui.adsabs.harvard.edu/abs/2021ApJ...916..102A
66,Alam2021MNRAS.504..857A,"Alam, Shadab and Ross, Nicholas P. and Eftekharzadeh, Sarah and Peacock, John A. and Comparat, Johan and Myers, Adam D. and Ross, Ashley J.",2021,Quasars at intermediate redshift are not special; but they are often satellites,1.AGNinCLvsField,MNRAS,2007.02612,10.1093/mnras/stab898,https://ui.adsabs.harvard.edu/abs/2021MNRAS.504..857A
67,Alberts2016ApJ...825...72A,"Alberts, Stacey and Pope, Alexandra and Brodwin, Mark and Chung, Sun Mi and Cybulski, Ryan and Dey, Arjun and Eisenhardt, Peter R.~M. and Galametz, Audrey and Gonzalez, Anthony H. and Jannuzi, Buell T. and Stanford, S. Adam and Snyder, Gregory F. and Stern, Daniel and Zeimann, Gregory R.",2016,Star Formation and AGN Activity in Galaxy Clusters from z=1-2: a Multi-Wavelength Analysis Featuring Herschel/PACS,"1.AGNinCLvsField, 2.Identification",ApJ,1604.03564,10.3847/0004-637X/825/1/72,https://ui.adsabs.harvard.edu/abs/2016ApJ...825...72A
68,Alpaslan2021MNRAS.505.5403A,"Alpaslan, Mehmet and Tinker, Jeremy L.",2021,On the dark matter haloes of optical and IR-selected AGNs in the local universe,1.AGNinCLvsField,MNRAS,2008.04941,10.1093/mnras/stab1591,https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.5403A
69,Amiri2019ApJ...874..140A,"Amiri, Amirnezam and Tavasoli, Saeed and De Zotti, Gianfranco",2019,Role of Environment on Nuclear Activity,"meta-analysis, 1.AGNinCLvsField",ApJ,1902.08757,10.3847/1538-4357/ab08e7,https://ui.adsabs.harvard.edu/abs/2019ApJ...874..140A
70,Arnold2009ApJ...707.1691A,"Arnold, Timothy J. and Martini, Paul and Mulchaey, John S. and Berti, Angela and Jeltema, Tesla E.",2009,Active Galactic Nuclei in Groups and Clusters of Galaxies: Detection and Host Morphology,"meta-analysis, 1.AGNinCLvsField",ApJ,0911.0392,10.1088/0004-637X/707/2/1691,https://ui.adsabs.harvard.edu/abs/2009ApJ...707.1691A
71,Arora2019MNRAS.489.1606A,"Arora, Nikhil and Fossati, Matteo and Fontanot, Fabio and Hirschmann, Michaela and Wilman, David J.",2019,On the role of supermassive black holes in quenching star formation in local central galaxies,1.AGNinCLvsField,MNRAS,1908.04813,10.1093/mnras/stz2266,https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.1606A
72,Audibert2021IAUS..359..307A,"Audibert, Anelise and Combes, Fran\ccoise and Garc\'\ia-Burillo, Santiago and Dasyra, Kalliopi",2021,Galaxy Evolution and Feedback across Different Environments,"1.AGNinCLvsField, Coevolution",,2010.01974,10.1017/S1743921320002239,https://ui.adsabs.harvard.edu/abs/2021IAUS..359..307A
73,Baek2022ApJ...932...64B,"Baek, Junhyun and Chung, Aeree and Edge, Alastair and Rose, Tom and Kim, Jae-Woo and Jung, Taehyun",2022,"Circumnuclear Medium around the Central AGN in a Cool-core Cluster, Abell 1644-South",1.AGNinCLvsField,ApJ,2205.04478,10.3847/1538-4357/ac6de6,https://ui.adsabs.harvard.edu/abs/2022ApJ...932...64B
74,Bahe2017MNRAS.470.4186B,"Bah\'e, Yannick M. and Barnes, David J. and Dalla Vecchia, Claudio and Kay, Scott T. and White, Simon D.~M. and McCarthy, Ian G. and Schaye, Joop and Bower, Richard G. and Crain, Robert A. and Theuns, Tom and Jenkins, Adrian and McGee, Sean L. and Schaller, Matthieu and Thomas, Peter A. and Trayford, James W.",2017,The Hydrangea simulations: galaxy formation in and around massive clusters,"1.AGNinCLvsField, Simulations",MNRAS,1703.10610,10.1093/mnras/stx1403,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.4186B
75,Balogh2021MNRAS.500..358B,"Balogh, Michael L. and van der Burg, Remco F.~J. and Muzzin, Adam and Rudnick, Gregory and Wilson, Gillian and Webb, Kristi and Biviano, Andrea and Boak, Kevin and Cerulo, Pierluigi and Chan, Jeffrey and Cooper, M.~C. and Gilbank, David G. and Gwyn, Stephen and Lidman, Chris and Matharu, Jasleen and McGee, Sean L. and Old, Lyndsay and Pintos-Castro, Irene and Reeves, Andrew M.~M. and Shipley, Heath and Vulcani, Benedetta and Yee, Howard K.~C. and Alonso, M. Victoria and Bellhouse, Callum and Cooke, Kevin C. and Davidson, Anna and De Lucia, Gabriella and Demarco, Ricardo and Drakos, Nicole and Fillingham, Sean P. and Finoguenov, Alexis and Forrest, Ben and Golledge, Caelan and Jablonka, Pascale and Lambas Garcia, Diego and McNab, Karen and Muriel, Hernan and Nantais, Julie B. and Noble, Allison and Parker, Laura C. and Petter, Grayson and Poggianti, Bianca M. and Townsend, Melinda and Valotto, Carlos and Webb, Tracy and Zaritsky, Dennis",2021,The GOGREEN and GCLASS surveys: first data release,"GALinCLvsField, data, 1.AGNinCLvsField",MNRAS,2009.13345,10.1093/mnras/staa3008,https://ui.adsabs.harvard.edu/abs/2021MNRAS.500..358B
76,Banerji2018MNRAS.479.1154B,"Banerji, Manda and Jones, Gareth C. and Wagg, Jeff and Carilli, Chris L. and Bisbas, Thomas G. and Hewett, Paul C.",2018,The interstellar medium properties of heavily reddened quasarsand companions at z\ensuremath\sim 2.5 with ALMA and JVLA,"1.AGNinCLvsField, Red-QSO",MNRAS,1805.09825,10.1093/mnras/sty1443,https://ui.adsabs.harvard.edu/abs/2018MNRAS.479.1154B
77,Barnes2017MNRAS.471.1088B,"Barnes, David J. and Kay, Scott T. and Bah\'e, Yannick M. and Dalla Vecchia, Claudio and McCarthy, Ian G. and Schaye, Joop and Bower, Richard G. and Jenkins, Adrian and Thomas, Peter A. and Schaller, Matthieu and Crain, Robert A. and Theuns, Tom and White, Simon D.~M.",2017,The Cluster-EAGLE project: global properties of simulated clusters with resolved galaxies,1.AGNinCLvsField,MNRAS,1703.10907,10.1093/mnras/stx1647,https://ui.adsabs.harvard.edu/abs/2017MNRAS.471.1088B
78,Barrows2017ApJ...838..129B,"Barrows, R. Scott and Comerford, Julia M. and Greene, Jenny E. and Pooley, David",2017,Spatially Offset Active Galactic Nuclei. II. Triggering in Galaxy Mergers,1.AGNinCLvsField,ApJ,1703.06143,10.3847/1538-4357/aa64d9,https://ui.adsabs.harvard.edu/abs/2017ApJ...838..129B
79,Barrows2016ApJ...829...37B,"Barrows, R. Scott and Comerford, Julia M. and Greene, Jenny E. and Pooley, David",2016,Spatially Offset Active Galactic Nuclei. I. Selection and Spectroscopic Properties,1.AGNinCLvsField,ApJ,1606.01253,10.3847/0004-637X/829/1/37,https://ui.adsabs.harvard.edu/abs/2016ApJ...829...37B
80,Barrows2018AAS...23240104B,"Barrows, Scott and Comerford, Julia M. and Greene, Jenny E.",2018,American Astronomical Society Meeting Abstracts \#232,1.AGNinCLvsField,,,,https://ui.adsabs.harvard.edu/abs/2018AAS...23240104B
81,Beckmann2022arXiv220412514B,"Beckmann, Ricarda S. and Dubois, Yohan and Pellissier, Alisson and Polles, Fiorella L. and Olivares, Valeria",2022,AGN jets do not prevent the saturation of conduction by the heat buoyancy instability in simulated galaxy clusters,"AGN, 1.AGNinCLvsField, Simulations",arXiv e-prints,2204.12514,,https://ui.adsabs.harvard.edu/abs/2022arXiv220412514B
82,Beckmann2022arXiv220403629B,"Beckmann, Ricarda S. and Dubois, Yohan and Pellisier, Alisson and Olivares, Valeria and Polles, Fiorella L. and Hahn, Oliver and Guillard, Pierre and Lehnert, Matthew D.",2022,Cosmic rays and thermal instability in self-regulating cooling flows of massive galaxy clusters,1.AGNinCLvsField,arXiv e-prints,2204.03629,,https://ui.adsabs.harvard.edu/abs/2022arXiv220403629B
83,Bellhouse2019MNRAS.485.1157B,"Bellhouse, Callum and Jaff\'e, Y.~L. and McGee, S.~L. and Poggianti, B.~M. and Smith, R. and Tonnesen, S. and Fritz, J. and Hau, G.~K.~T. and Gullieuszik, M. and Vulcani, B. and Fasano, G. and Moretti, A. and George, K. and Bettoni, D. and D'Onofrio, M. and Omizzolo, A. and Sheen, Y. -K.",2019,GASP. XV. A MUSE view of extreme ram-pressure stripping along the line of sight: physical properties of the jellyfish galaxy JO201,"GALinCLvsField, 1.AGNinCLvsField",MNRAS,1902.04486,10.1093/mnras/stz460,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.1157B
84,Berti2019ApJ...884...76B,"Berti, Angela M. and Coil, Alison L. and Hearin, Andrew P. and Moustakas, John",2019,PRIMUS: Clustering of Star-forming and Quiescent Central Galaxies at 0.2 < z < 0.9,1.AGNinCLvsField,ApJ,1903.03127,10.3847/1538-4357/ab3b5d,https://ui.adsabs.harvard.edu/abs/2019ApJ...884...76B
85,Bhowmick2019MNRAS.485.2026B,"Bhowmick, Aklant K. and DiMatteo, Tiziana and Eftekharzadeh, Sarah and Myers, Adam D.",2019,On the small-scale clustering of quasars: constraints from the MassiveBlack II simulation,1.AGNinCLvsField,MNRAS,1811.08916,10.1093/mnras/stz519,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.2026B
86,Bhowmick2020MNRAS.492.5620B,"Bhowmick, Aklant K. and Di Matteo, Tiziana and Myers, Adam D.",2020,Multiplicity functions of quasars: predictions from the MassiveBlackII simulation,1.AGNinCLvsField,MNRAS,1902.05954,10.1093/mnras/staa172,https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5620B
87,Bi2020ApJ...900..124B,"Bi, Sheng and Feng, Hua and Ho, Luis C.",2020,Chandra Survey of Nearby Galaxies: An Extended Catalog,1.AGNinCLvsField,ApJ,2007.06026,10.3847/1538-4357/aba761,https://ui.adsabs.harvard.edu/abs/2020ApJ...900..124B
88,Biava2021A&A...650A.170B,"Biava, Nadia and Brienza, Marisa and Bonafede, Annalisa and Gitti, Myriam and Bonnassieux, Etienne and Harwood, Jeremy and Edge, Alastair C. and Riseley, Christopher J. and Vantyghem, Adrian",2021,Constraining the AGN duty cycle in the cool-core cluster MS 0735.6+7421 with LOFAR data,1.AGNinCLvsField,A\&A,2104.08294,10.1051/0004-6361/202040063,https://ui.adsabs.harvard.edu/abs/2021A&A...650A.170B
89,Bilton2019MNRAS.490.5017B,"Bilton, Lawrence E. and Hunt, Matthew and Pimbblet, Kevin A. and Roediger, Elke",2019,The rotational profiles of cluster galaxies,"GALinCLvsField, 1.AGNinCLvsField, clusters",MNRAS,1910.03453,10.1093/mnras/stz2927,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5017B
90,Bilton2020MNRAS.499.3792B,"Bilton, Lawrence E. and Pimbblet, Kevin A. and Gordon, Yjan A.",2020,The impact of disturbed galaxy clusters on the kinematics of active galactic nuclei,1.AGNinCLvsField,MNRAS,2010.04498,10.1093/mnras/staa3154,https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.3792B
91,Bonafede2022arXiv220301958B,"Bonafede, A. and Brunetti, G. and Rudnick, L. and Vazza, F. and Bourdin, H. and Giovannini, G. and Shimwell, T.~W. and Zhang, X. and Mazzotta, P. and Simionescu, A. and Biava, N. and Bonnassieux, E. and Brienza, M. and Br\""uggen, M. and Rajpurohit, K. and Riseley, C.~J. and Stuardi, C. and Feretti, L. and Tasse, C. and Botteon, A. and Carretti, E. and Cassano, R. and Cuciti, V. and de Gasperin, F. and Gastaldello, F. and Rossetti, M. and Rottgering, H.~J.~A. and Venturi, T. and van Weeren, R.~J.",2022,"The Coma cluster at LOFAR frequencies II: the halo, relic, and a new accretion relic","1.AGNinCLvsField, clusters",arXiv e-prints,2203.01958,,https://ui.adsabs.harvard.edu/abs/2022arXiv220301958B
92,Bongiorno2021IAUS..356..280B,"Bongiorno, Angela and Travascio, Andrea",2021,Nuclear Activity in Galaxies Across Cosmic Time,1.AGNinCLvsField,,2008.12129,10.1017/S1743921320003105,https://ui.adsabs.harvard.edu/abs/2021IAUS..356..280B
93,Bourne2019MNRAS.490..343B,"Bourne, Martin A. and Sijacki, Debora and Puchwein, Ewald",2019,AGN jet feedback on a moving mesh: lobe energetics and X-ray properties in a realistic cluster environment,"1.AGNinCLvsField, Simulations",MNRAS,1901.11030,10.1093/mnras/stz2604,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490..343B
94,Bower2017MNRAS.465...32B,"Bower, Richard G. and Schaye, Joop and Frenk, Carlos S. and Theuns, Tom and Schaller, Matthieu and Crain, Robert A. and McAlpine, Stuart",2017,The dark nemesis of galaxy formation: why hot haloes trigger black hole growth and bring star formation to an end,"1.AGNinCLvsField, Simulations",MNRAS,1607.07445,10.1093/mnras/stw2735,https://ui.adsabs.harvard.edu/abs/2017MNRAS.465...32B
95,Brienza2022A&A...661A..92B,"Brienza, M. and Lovisari, L. and Rajpurohit, K. and Bonafede, A. and Gastaldello, F. and Murgia, M. and Vazza, F. and Bonnassieux, E. and Botteon, A. and Brunetti, G. and Drabent, A. and Hardcastle, M.~J. and Pasini, T. and Riseley, C.~J. and R\""ottgering, H.~J.~A. and Shimwell, T. and Simionescu, A. and van Weeren, R.~J.",2022,The galaxy group NGC 507: Newly detected AGN remnant plasma transported by sloshing,1.AGNinCLvsField,A\&A,2201.04591,10.1051/0004-6361/202142579,https://ui.adsabs.harvard.edu/abs/2022A&A...661A..92B
96,Brimioulle2013MNRAS.432.1046B,"Brimioulle, F. and Seitz, S. and Lerchster, M. and Bender, R. and Snigula, J.",2013,Dark matter halo properties from galaxy-galaxy lensing,"GALinCLvsField, 1.AGNinCLvsField",MNRAS,1303.6287,10.1093/mnras/stt525,https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.1046B
97,Buchner2019ApJ...874..117B,"Buchner, Johannes and Treister, Ezequiel and Bauer, Franz E. and Sartori, Lia F. and Schawinski, Kevin",2019,On the Prevalence of Supermassive Black Holes over Cosmic Time,1.AGNinCLvsField,ApJ,1901.04500,10.3847/1538-4357/aafd32,https://ui.adsabs.harvard.edu/abs/2019ApJ...874..117B
